Ctime,Freq,Array,Offset X,Error Offset X,Offset Y,APEX T,APEX T 2 hr ago,Elevation 2 hr ago,Azimuth 2 hr ago,Angular Distance 2 hr ago,Azimuth Sun 2 hr ago,Elevation Sun 2 hr ago,Error Offset Y,Modulus Offset,Elevation,Azimuth,T_Pan_R8_6,T_Pan_R8_3,T_Pan_R7_8,T_Pan_R7_5,T_Pan_R7_3,T_Pan_R6_6,T_Pan_R6_3,T_Pan_R5_9,T_Pan_R5_5Lo,T_Pan_R5_5Hi,T_Pan_R4_6,T_Pan_R4_3,T_Pan_R3_7,T_Pan_R3_5,T_Pan_R3_1,T_Pan_R2_6,T_Pan_R2_2,T_Pan_R1_2,Elevation Sun,Azimuth Sun,Angular Distance
1527281491.0,150,ar4,-0.3833,0.0139,2.2974,-1.9545454545454546,0.2727272727272727,1.0482447487477944,2.178170906488923,1.490717864857499,5.565071570826471,0.590181991984488,0.0136,2.3291555658650203,0.7004006288253245,4.105188933615863,19.244147403195907,60.562910114636104,19.06361542801857,14.249331700601855,15.005324730709672,15.752720877081547,14.523430975504368,12.069637464053185,11.31195661460665,12.184310962407038,9.778353408912949,11.53275269948923,7.350496612760395,7.0965904582606685,8.24237493140484,8.444692312196366,5.65490654127999,4.933043227600992,0.2130115869942213,5.225413062769363,1.0908952568405097
1527282806.0,150,ar4,-0.3209,0.0081,1.9468,-2.3636363636363633,0.19090909090909092,1.0482447487477944,2.178170906488923,1.557632344190099,5.487630982559585,0.5296609390919274,0.009000000000000001,1.9730704625025437,0.7004006288253245,4.105188933615863,19.468843167829366,52.55726147553275,19.607531143822158,13.916728359731287,13.341269323142527,12.77146228615975,11.560392560239467,8.916549121129938,8.805818750439327,9.49119636867942,7.491259941129824,8.813229440603921,5.622955301919818,5.372660307864352,6.689546690845322,7.136932630510222,4.378131184712304,3.882054204406838,0.13532329199526205,5.180824183899284,1.1074527024193062
1527283464.0,150,ar4,-0.2636,0.0055,1.8935,-2.6999999999999997,-0.07272727272727274,1.0482447487477944,2.178170906488923,1.5918967948596783,5.4519033818324,0.4976268142921074,0.0044,1.9117602386282648,0.7004006288253245,4.105188933615863,18.207098429723548,47.19186540124575,16.659353511983486,11.317812778085791,11.214003626448248,10.878864998917171,10.351417245632621,7.657882746316425,7.798514431637017,8.410226447616614,6.563754529518595,7.775700245316318,4.758404866767413,4.621615131678391,5.958445668605815,6.5109644067674255,3.752734611881552,3.2804684950736585,0.09579421097664033,5.159916019898483,1.1182988396661118
1527288078.0,150,ar4,-0.0767,0.0031,1.0573,-4.481818181818181,-1.8,1.0482447487477944,2.178170906488923,1.8434817500163516,5.24761174048095,0.24855898655616282,0.0032,1.0600783838943229,0.7874925584998415,0.7072074129081024,6.878984025365438,38.177656363137075,7.5514303117423225,2.980524569173769,4.357476781093645,4.70139418431659,5.162006365138363,2.7893581828647203,3.2143228949922786,3.646365518015004,2.3586456306101766,3.4629552796970327,1.1832710315315849,0.8985361292072114,1.9426115249520348,3.14344792837863,0.28294065909674443,0.1949645209014958,-0.19077721055007268,5.033686431641987,1.9770203645571964
1527288735.0,150,ar4,-0.0816,0.0114,1.0125,-5.045454545454546,-1.9818181818181821,0.7004006288253245,2.178170906488923,2.2264069983669224,5.223855962340119,0.21044281019450084,0.0089,1.0157828557324642,0.7874925584998415,0.7072074129081024,6.201695985026077,38.90673834597733,7.011500760132588,2.472604894536397,3.88456236895392,4.287897343465083,4.772890634485232,2.429022804591634,2.894556670278979,3.2915430101821186,2.044672327321759,3.176157114334427,0.9125700548704936,0.635624925281814,1.6509162847801344,2.8675271872048302,0.0076293421361164565,-0.08680750219806382,-0.23263217941367564,5.017985546491106,2.017235824172092
1527299083.0,150,ar4,0.0391,0.0226,1.1708,-5.1454545454545455,-5.018181818181818,0.7004006288253245,2.178170906488923,2.733466568329144,4.948107473630824,-0.4357662059008325,0.025,1.1714527092460882,0.7004006288253245,5.344198169606637,-1.3546027607860827,37.911823309603015,0.3338559237423722,-4.265686084747479,-2.7086469120034224,-1.4301203404548959,-0.6348130868214958,-2.172324149906818,-1.761855632260542,-1.6863267974440947,-2.1125186206290576,-0.7606471071449393,-2.5265973509703246,-2.9307003116487933,-1.662385571468422,-0.19380062536575773,-3.0865559002330047,-2.648250987061148,-0.9110910949292768,4.803964781977787,1.6784222852205837
1527305205.0,150,ar4,-0.0207,0.0096,1.2561,-8.636363636363638,-5.2727272727272725,0.7004006288253245,2.178170906488923,2.7632607190311034,4.825653424446444,-0.8392868205421166,0.0096,1.2562705520706914,0.7004006288253245,0.9286896949861828,-2.7519032062779663,45.64343899355751,-1.148222325698978,-5.62375209940794,-4.097369636473454,-2.7401424583439122,-1.9326166570451107,-3.4343279941014573,-2.966578692674885,-2.9569030690265588,-3.2863007239667152,-1.7856800013048424,-3.555368071744969,-3.9946594775680278,-2.7051950100332416,-1.2054280441851812,-4.069123708034631,-3.652883151433706,-1.3204935102905897,4.633891308612647,2.4727385329352938
1527305863.0,150,ar4,-0.08900000000000001,0.0204,1.2666,-8.063636363636363,-5.1454545454545455,0.7004006288253245,2.178170906488923,2.7446306997406427,4.812484361411334,-0.8830965713237724,0.0219,1.2697230249152764,0.7004006288253245,0.9286896949861828,-2.916305324934827,45.35562776976053,-1.2952023382604727,-5.780117477375374,-4.252627470227395,-2.890135557588302,-2.0761285685907307,-3.5604786276168743,-3.101939558712461,-3.096714316965965,-3.4166892207867243,-1.9192761648821193,-3.6616109835097608,-4.103049006532571,-2.813125767032965,-1.3045021312843912,-4.176772656081932,-3.745072310533345,-1.364347872942405,4.59697330659805,2.443898133843204
1527311822.0,150,ar4,-0.1216,0.0276,1.2761,-8.945454545454545,-8.481818181818182,0.7004006288253245,2.178170906488923,2.4816334245378004,4.659613811409091,-1.281539856238643,0.0301,1.2818805599586882,0.7004006288253245,1.146855851485474,-4.056321055330932,42.313664318341964,-2.405629104018566,-6.926022231116195,-5.376114768858685,-4.0021290457528105,-3.163236048304785,-4.570630909848092,-4.149904032557588,-4.167527394708945,-4.413351211198247,-2.930047600219254,-4.552912593503418,-5.024989501673318,-3.690605478661187,-2.1316307826265812,-5.046887969419967,-4.555050178797364,-1.370569642407056,1.6913878787297079,2.0962112319272848
1527315457.0,150,ar4,-0.0403,0.015,1.3043,-7.718181818181819,-9.063636363636363,1.0480702158225947,2.178170906488923,2.633553009008525,4.072326038909569,-1.5173396150438516,0.0159,1.3049224421397618,0.7004006288253245,1.146855851485474,-4.452345634691545,43.12721613699937,-2.8151106589905623,-7.3249166867148,-5.758875827019541,-4.399056685907963,-3.5444743376283125,-4.946967330622164,-4.535885969151918,-4.572129860681845,-4.762945111239182,-3.2944719566992666,-4.915853602373846,-5.370256652710716,-4.018447919224495,-2.456681380928039,-5.3796620294324855,-4.855953764543604,-1.1275852223461025,1.550575914249232,1.855344284650656
